SHIPMT_ID,ORIG_STATE,SCTG,SHIPMT_VALUE,SHIPMT_WGHT,EXPORT_CNTRY,WGT_FACTOR
456363,39,32,5583,764,C,132.7
456401,27,32,91,27,O,1768.6
456414,17,31,12535,5842,C,30
456433,48,40,3085,1,C,3135.8
456443,48,24,185,17,M,386.4
456497,36,41,91584,54950,O,5583.6
456506,55,32,64914,13160,O,39.8
456530,12,20,168,54,O,186.3
456547,18,10,6685,40412,C,57.1
456567,6,41,8621,44212,O,44.8
456613,12,9,588,87,O,37.4
456620,23,27,160273,37736,O,31.6
456711,12,36,6088,3375,O,269
456718,55,24,32203,2561,O,191.7
456732,20,36,26983,5587,O,190.9
456778,26,36,22073,3464,C,304.6
456824,12,35,19622,381,O,177.9
456827,41,31,474,14,O,214.2
456834,48,32,20431,50326,M,66.4
456850,1,33,5921,1407,O,67.7
456859,38,2,5587,52313,C,15.8
456884,39,35,184,33,C,516.3
456889,13,13,13010,60231,O,12.5
456891,13,20,228733,27257,O,23.1
456973,48,41,2790,40920,M,20.3
456982,48,19,98549,161974,C,339.8
457034,48,21,323,16,O,10161.2
457046,48,40,1168,14,O,254.1
457077,34,30,929,143,C,174.7
457078,6,30,73,1,C,4294.6
457082,6,32,285,123,C,2157.6
457145,12,36,2015,2931,C,47.1
457211,32,40,347,2,O,209.1
457230,48,41,66683,41106,O,13.2
457312,42,31,1760,15,O,482.5
457321,21,30,85183,36324,O,27.6
457324,42,35,318128,29307,C,222.9
457395,53,38,114,3,C,37.3
457440,34,41,8426,47168,O,134.2
457445,39,32,42091,37771,O,284.3
457507,25,35,27,1,C,2003.9
457519,36,33,15411,83,O,68.6
457521,53,43,356601,9556,C,116.8
457549,54,37,582,278,C,40.7
457591,6,36,10642,11,C,36.9
457616,42,35,128136,17,O,40.2
457637,19,27,52,6,O,511.4
457649,38,31,987,10131,C,183.5
457653,48,36,12545,2411,M,46.5
457659,33,34,729,5,O,1838.5
457662,48,5,12392,38466,M,32.5
457664,39,24,606,37,O,1280.2
457678,54,38,153319,2518,O,29.5
457725,6,38,2576,22,O,974.9
457766,45,31,79992,23492,M,19.3
457811,9,24,1040,17,C,620.8
457812,34,7,20399,6045,O,110.9
457856,22,20,36953,28209,O,14.3
457880,13,37,108,1,O,704.6
457895,48,4,73707,39543,O,483.1
457921,26,30,469,27,C,30.8
457965,51,34,1331,230,C,18.1
457978,46,21,9780,407,C,566.3
458007,48,35,2,62,O,1813.7
458017,55,30,44711,19474,O,31.8
458040,17,35,12798,64,O,177.9
458045,8,34,2680,103,M,294
458127,47,31-34,10,12,O,193.2
458128,53,26,20167,23139,O,57.1
458155,12,5-Jan,162,37,O,367.3
458201,26,30,49,8,C,2933.6
458204,48,27,10362,38343,M,329.5
458247,36,35,5111,1,O,121.3
458279,47,24,2346,5,O,28.6
458301,6,3,46658,33547,C,201.7
458316,47,7,15178,52309,O,533.2
458450,1,20,120627,40638,O,13.7
458454,48,33,193,54,O,446.8
458478,22,43,572,2,O,130.1
458519,33,38,429,4,O,56.9
458528,34,30,53121,39722,O,29.5
458561,12,33,1852,528,O,1628.8
458591,6,24,4832,286,O,2164.1
458651,42,37,9812,1,O,80.5
458659,9,35,1057,7,O,37
458664,55,35,293,16,C,202.5
458677,12,35,874,47,O,3278.6
458695,18,26,333,33,C,98.8
458725,12,36,186183,30952,O,42.6
458728,6,33,2213,8,O,210.9
458732,13,34,116295,32708,O,32
458734,48,37,45016,174,O,1445.3
458744,42,38,12366,687,O,89.4
458754,47,40,68,5,C,342.7
458812,6,30,429,18,C,93.3
458817,36,40,7703,196,O,108.7
458818,6,21,9,43,O,3609.1
458830,49,35,3763,1,O,23.7
458834,12,41,20889,42167,O,25.3
458863,6,14,457941,40383,O,106.3
458923,26,24,18690,1649,M,195.3
458933,1,27,18879,63157,O,190.9
459019,25,38,719,3,O,320.5
459039,6,24,56245,53750,M,55.8
459083,42,24,21091,9277,C,13.7
459134,26,36,17087,6411,C,890.3
459150,37,31,512,13,O,125.1
459161,42,23,162,18,C,182.8
459177,13,30,570,233,C,47.7
459200,9,35,7155,30,O,37
459224,39,41,8961,25813,O,1029.7
459257,42,32,1191,238,O,554.2
459261,42,32,739,54,M,367.4
459284,17,31,16898,4333,C,117.6
459324,28,27,8681,39224,O,63.2
459341,6,43,404,1,O,268.6
459404,9,29,2402,154,C,90.8
459413,41,31,22481,46031,C,149
459419,17,33,895,103,O,591.8
459427,47,21,24154,45815,O,7.7
459443,26,30,1738,74,O,33.6
459461,24,37,3660,30,O,61.3
459494,39,40,809,18,C,638.4
459506,37,37,326,2,O,218
459525,51,38,158930,20,O,87.1
459571,25,38,3132,476,O,271.2
459599,6,38,18,1,O,9912.4
459605,39,38,295,5,O,284
459653,37,31-34,6630,49825,O,27.4
459661,26,36,239695,53858,C,323.6
459663,10,24,103,1,O,933.1
459677,51,3,17011,58758,O,127.4
459705,53,40,2168,4,C,230.1
459721,48,4,10841,47700,M,18.8
459737,17,34,33758,5095,O,220
459742,38,35,5192,321,O,30.6
459761,39,6,40098,215042,M,65.3
459811,42,24,39895,10581,O,65.1
459818,26,34,244,32,C,40.4
459850,12,35,188,16,O,1434.9
459993,27,24,6261,63,M,33.4
460013,18,34,3526,2,C,130.1
460024,37,3,503572,141992,O,7.4
460030,22,6,13307,53121,O,127.4
460088,21,29,136,4,C,1610.7
460105,19,36,37065,3686,C,14.1
460150,25,38,4472,1272,O,267.5
460174,39,36,525,18,M,166.9
460184,36,34,449,1,O,82.7
460189,20,36,1508,14,O,15.6
460220,37,30,11,1,O,74.4
460224,37,24,9329,106,O,40.6
460238,6,32,1247,700,C,169.4
460250,45,34,3494,24,O,87.3
460263,17,40,34,11,C,27.2
460272,55,35,1430,25,C,424.9
460293,36,7,4781,5517,O,33.5
460307,6,41,7318,39934,O,122
460316,17,4,5190,52830,O,239.9
460321,17,24,2510,50,O,8801.1
460392,9,35,4653,38,O,6729.4
460445,36,38,2598,33,O,26.9
460448,36,38,8076,454,O,303.8
460449,55,38,8518,30,O,36
460461,42,30,69142,60652,O,45.7
460471,50,35,1434,5,C,26.9
460473,53,30,11775,10241,O,31.9
460488,36,34,13233,379,M,81.7
460524,42,35,4307,41,O,1172.9
460540,48,43,93414,44878,M,46.8
460601,34,23,14701,1470,M,135
460624,36,24,461,15,O,64.4
460661,27,35,190,5,O,209.8
460681,26,32,46498,71868,C,78
460699,26,23,31044,18172,O,27.6
460700,21,30,52174,21074,M,14
460704,6,24,503,17,O,472.7
460715,39,29,16,1,O,392.5
460718,17,31-34,11679,20871,C,85
460725,53,27,14686,54469,C,39.6
460743,29,35,1388,24,M,463.6
460755,53,26,14696,293589,O,68.5
460803,44,35,34739,273,O,122.9
460819,8,36,349,57,O,25.2
460833,37,24,50218,28471,M,315
460850,12,36,33797,4741,O,47.3
460879,25,38,76632,309,O,206.5
460929,9,35,15798,13,M,21.6
461062,6,35,17765,2,O,131.3
461076,53,20,38702,219860,C,16.9
461102,21,24,11821,5373,M,72.9
461165,39,33,394,92,C,216.4
461191,26,33,12971,5037,O,93.6
461217,36,34,121220,28411,O,55.7
461261,29,37,645,12,C,469.4
461272,31,23,10008,10967,C,10.5
461304,8,38,112684,3320,O,555.9
461306,33,40,330,28,O,150.4
461329,36,24,17642,7285,C,22.2
461330,48,30,586,1301,M,136.3
461333,6,32,5954,253,O,500.5
461340,51,34,41985,16402,O,52.6
461350,40,37,582,1,O,396.1
461370,6,34,14641,214,O,454.9
461393,9,32,12446,4714,O,15
461409,20,5,114167,39367,O,459.7
461463,4,37,35511,47,O,254.1
461513,34,3,65291,11898,C,38.8
461575,21,38,11370,385,C,14.2
461587,47,7,20752,19190,O,507
461602,54,15,3863,55569,C,822.5
461616,42,32,7269,2015,C,261.7
461631,26,36,186,93,C,229.5
461634,42,26,23174,46145,O,47.2
461731,21,26,2665,29319,C,71.8
461786,6,29,5,1,C,552.2
461789,48,24,1745,678,M,57.1
461813,37,24,6598,61,O,40.2
461851,5,40,33782,39523,M,21.4
461862,6,36,461,9,C,2014.6
461864,6,31,11584,29064,C,68.2
461930,39,35,366,2,C,3328
461932,33,35,2958,306,C,20.6
461942,13,30,1093,93,C,1975.9
461979,53,41,2106,48978,O,239.2
462006,36,34,121,3,C,273.8
462054,34,23,779,60,O,98.1
462099,39,38,4183,1548,O,28.1
462101,28,36,114669,1376,M,305.8
462106,36,38,4905,28,O,99.8
462110,42,32,85641,45345,M,94.8
462112,50,24,106034,35345,O,43.8
462131,6,35,64917,241,C,41.4
462149,47,26,10383,40135,O,65.5
462172,55,24,45344,35988,C,12.7
462176,34,29,2,3,O,187.3
462198,39,40,5257,1,O,122.6
462208,21,33,12261,2526,M,60.3
462238,45,20,7772,3426,O,50.3
462299,36,38,1094,1,O,358.4
462319,40,35,201,5,O,35.2
462398,6,29,16,5,C,883.7
462406,1,24,11546,5555,C,24.5
462469,38,6,14076,41824,O,61.8
462470,39,26,69521,44128,C,98.9
462472,18,32,127889,27298,M,162.6
462483,9,32,109345,48598,O,17.6
462501,37,30,54434,37959,M,32.8
462523,39,35,60683,8115,O,474.3
462540,42,34,156429,80220,O,116
462548,38,24,22603,7612,C,11.6
462550,17,7,63081,8174,O,36.2
462555,39,34,207110,29757,C,12
462657,19,2,3467566,23610625,M,21.2
462659,18,32,86587,38423,O,35
462679,37,27,30604,39756,O,114.7
462687,33,26,765,51660,C,314.6
462715,31,26,4,1,O,4269
462750,42,27,27919,35340,O,121.7
462838,27,38,102,1,O,482.9
462863,18,24,14772,9291,M,259.3
462919,51,7,34120,23436,O,395.3
462925,39,23,28639,1195,O,10.5
462962,48,35,20019,3351,M,36.2
462963,26,33,608,1,O,410.5
463069,53,37,3081,4,O,37
463136,17,34,2107,5,C,1234.6
463180,49,34,515,15,C,130
463196,4,35,114160,10,O,13.7
463207,17,38,165,5,C,1021.6
463216,23,21,1216,2,O,112.2
463294,55,31,567,491,C,51.3
463344,53,20,34962,41161,C,13.3
463375,9,37,764,1,C,611.9
463392,12,35,698,8,O,26.4
463393,37,21,1355,5,O,351.1
463466,37,33,23,1,M,146.8
463470,29,32,969,1672,C,149.5
463513,17,41,30262,40001,O,155.2
463546,37,36,4326,873,M,582.4
463576,48,35,213198,107,O,6
463593,42,22,3563,23939,C,66.3
463602,39,36,33605,27101,M,100.9
463697,36,35,5756,33,C,294.9
463724,1,39-99,21791,45416,O,13.7
463826,33,34,8235,49,O,82.5
463841,20,35,45569,39283,C,13.9
463847,24,35,612,4,O,365.3
463885,48,5,25487,38471,M,32.5
463891,39,21,9590,580,C,114.4
463906,1,36,2394,26,M,658.9
463928,26,34,274791,38929,M,124.3
463942,17,32,3737,911,O,1737.4
463983,4,32,56365,43238,O,25.2
464036,37,35,1626,34,O,121.8
464038,6,23,261,63,O,1371.6
464146,39,36,26089,28348,O,170.3
464161,12,30,12628,47656,O,326
464167,4,35,1077,6,O,53.4
464198,1,33,95718,147874,C,26.6
464213,27,35,7682,446,C,785.2
464243,41,4,4580,47448,O,46.4
464265,42,32,92142,15296,O,20.4
464272,6,35,46,2,C,170.1
464329,42,30,42118,10048,O,22.8
464332,18,34,58405,32574,C,144.9
464338,13,38,916,92,O,154.7
464351,22,24,42785,37149,M,129.6
464371,48,43,47361,304,O,24.4
464374,18,36,207,59,C,328.8
464395,33,26,863,58494,C,305.5
464415,5,32,7514,10580,M,252.1
464424,17,23,46268,25770,O,239
464431,34,4,20701,80775,O,47.4
464443,40,5,30285,45888,M,89
464464,23,35,716,2,O,29.5
464473,1,35,1933,2,O,34.5
464475,34,20,5261,7617,C,5491.1
464485,13,37,182,1,O,1177.7
464498,12,36,3712,770,O,2676.3
464509,6,35,80397,20813,O,24.8
464552,18,36,3516,1042,C,5429.9
464660,6,23,275,42,C,6632.3
464661,12,35,29,1,O,1040.4
464665,48,20,5344,5386,M,473.4
464675,6,26,3578,701,O,554.1
464708,41,7,944,119,O,590.9
464745,18,35,92,1,O,931.2
464762,37,32,46592,58168,O,92.7
464782,37,20,2168,9,O,24.4
464825,55,34,4082,259,O,1273
464888,27,38,614,11,O,2863.2
464891,19,34,4562,49,C,69.8
464899,47,24,41959,43707,M,101.1
464903,42,37,737128,10333,O,36.7
464912,37,24,2114,3593,O,36.7
464948,25,32,1917,10351,O,238
464958,36,24,1499,591,C,67.7
464981,53,38,4191,21,O,161.5
465024,53,30,30,1,C,308199.6
465048,6,36,4369,16,O,1533.9
465053,37,37,27,23,M,210.6
465138,4,33,7213,14,O,74.7
465147,6,43,4827,3040,O,383.5
465245,36,40,285917,26766,O,23.1
465250,6,23,130,3,O,304.9
465332,9,35,304,1,O,255.6
465366,6,34,66959,2249,O,144.3
465372,40,33,110,3,C,463
465380,34,30,163963,118164,O,29.3
465462,53,35,79,2,O,1166.8
465501,6,38,6682,10,O,205.3
465503,37,30,22628,1117,O,262.4
465510,29,28,30352,30928,C,36.7
465545,34,35,48,5,O,772.4
465591,55,24,8464,49,O,202.2
465607,39,35,610,2,C,357.9
465619,12,30,1713,538,O,401.7
465651,27,37,56058,5,O,164.7
465774,27,38,2387,412,O,300.4
465785,8,20,4843,134,O,26
465844,55,35,1420,17,O,14
465851,6,24,9766,26120,O,75.9
465901,27,30,293,8,C,8321.5
465943,41,35,37614,61,O,61.6
465960,34,32,108993,9586,O,64.4
465980,13,32,293,9,O,28
465995,4,20,1285,87,O,55.7
466009,9,33,102,4,C,794.5
466063,55,23,134,52,C,58.8
466068,24,40,1598,43,O,695.2
466153,48,20,49108,43078,O,40.4
466171,6,24,72043,39024,O,176.2
466187,27,38,624,3,O,84.5
466200,23,27,4580,1020,M,47.6
466277,48,36,2546,3678,M,190.9
466302,42,32,2380,576,O,507.6
466303,37,30,62779,41686,O,50.3
466347,15,40,19593,4,O,430.3
466358,27,37,31736,2927,O,196.6
466364,13,21,75359,693,M,23.7
466369,48,29,81,1,O,32.9
466383,55,35,159,8,O,439.4
466397,36,33,431,39,O,1055.3
466399,29,25-30,9522,17864,M,106.2
466417,42,24,11361,5684,C,13.7
466439,18,29,234,9,O,3506.2
466485,39,33,2385,23,C,382.1
466502,26,33,461,21,O,410.4
466517,32,39,10001,14,C,42.8
466518,25,35,1739,2,O,236.2
466547,39,35,1890,60,C,193.6
466574,55,30,47536,17357,O,30.4
466599,6,35,1036,2,O,315.8
466617,25,35,4008,10,O,297.3
466644,51,34,63704,1151,O,64.8
466653,13,35,27622,98,O,13.8
466666,21,34,6815,643,M,33.2
466670,53,35,16206,10,O,166
466682,6,37,1251,26,C,959.2
466697,50,40,12,2,C,214.7
466725,35,7,34167,45783,M,86.4
466738,47,36,230,1,C,305.4
466762,18,39,4735,1227,C,123.5
466805,42,40,1131,5,M,69.3
466859,6,23,16575,2217,O,118.8
466869,44,40,550,1,C,91.5
466925,33,34,24482,711,O,388
466929,12,26,7769,70351,O,45.9
466971,12,37,3490,18,O,32.4
466986,9,40,37072,7,O,162.2
467024,27,27,298,24,O,693.6
467045,39,34,6407,247,C,1517.2
467052,39,24,1006,12,O,137.1
467082,39,35,7470,128,O,283.3
467087,6,5,28592,37722,O,146.6
467102,6,3,67235,48779,O,43.9
467142,48,20,32165,40232,O,368.2
467147,51,40,128,1,O,147.9
467167,53,31,2927,65233,C,246.1
467175,12,24,2430,466,O,735.9
467179,25,21,245577,2813,O,170.2
467181,41,30,33534,18219,O,13.1
467242,48,20,154168,170381,M,16.9
467277,29,20,3597,2276,C,38.7
467286,42,40,27,1,C,3864
467299,37,30,556,44,M,324.4
467326,6,41,31200,505769,O,162.3
467383,8,34,1697,399,C,1402.5
467397,25,35,82,1,C,789.4
467407,4,35,4214,96,O,84.7
467415,48,34,239607,32977,C,69.9
467439,9,23,37597,41182,O,32.8
467452,41,29,35,3,O,1009
467493,13,31,14363,41038,O,50.3
467504,6,3,76837,32977,O,64.7
467527,27,23,501,4,O,58.5
467539,25,35,509,1,O,96.3
467555,1,24,37352,719,O,297.8
467599,37,20,185141,47313,O,26
467614,39,40,1822,4,O,973.4
467623,13,23,51405,27641,O,20.5
467760,13,37,11012,179,C,246.3
467813,37,40,1401,81,O,3399.3
467823,41,34,95615,12044,O,420.9
467826,36,34,1528,23,O,122.7
467846,4,32,67206,39365,C,24.9
467852,39,34,5642,70,O,1305.8
467904,6,43,8317,8299,O,779
467905,21,30,20,20,C,25253.6
467910,9,23,37478,41182,O,32.5
467915,6,33,10608,3,O,66.4
467942,51,21,89753,1379,O,58.8
467958,47,27,44069,30457,O,26.2
467992,40,32,15864,39170,O,34.6
467995,18,34,2950,522,O,144.5
468000,6,40,69823,2478,C,39.6
468001,35,37,3092,18,O,79.7
468007,45,24,50538,27728,O,24.2
468025,41,35,206,1,O,39.3
468026,41,37,8970,18,C,12.6
468029,53,26,15425,308160,O,46.6
468089,34,23,39,2,O,327.2
468169,25,21,185,7,O,384.4
468180,6,33,482,1,O,2100.5
468225,18,26,109786,43651,O,9.9
468228,17,34,503,36,O,75924.6
468232,36,34,683,8,O,12.1
468236,27,34,2033,35,O,87.9
468258,27,26,23500,65277,C,132.3
468262,21,34,83,4,O,203.5
468265,13,36,66857,564,C,67.5
468267,50,27,18990,55069,C,87.3
468274,6,35,412,9,O,1351
468296,6,3,65224,46383,O,93.8
468305,6,34,1924,14,O,483.4
468314,36,32,36028,40031,C,120.8
468320,53,33,14904,8170,C,85.1
468334,45,33,275,1,O,40.4
468357,10,30,195,60,O,31.6
468361,13,37,1789,2,O,1176.5
468385,30,40,11815,229,O,46
468402,18,33,7454,13,O,805.3
468430,48,3,38474,40390,O,25.5
468433,17,36,16,91,C,575.6
468438,4,14,138880,41062,M,122.2
468443,48,32,1568,21,O,136
468444,27,35,1,5,O,3.9
468451,32,30,10055,39,C,14
468481,28,32,39233,39299,M,232.4
468490,29,2,3259007,22411849,M,17.2
468492,42,30,29291,18776,M,103.8
468508,8,40,524,9,O,563.8
468514,27,30,67788,38181,O,18.2
468527,10,24,16359,5,O,932.4
468538,48,40,23221,3339,O,29.1
468581,39,34,1425,23,O,395.5
468622,9,35,8354,271,O,64.9
468706,6,8,2059,390,O,331.9
468707,37,34,7739,360,O,74.3
468715,37,33,1271,327,C,1024.9
468742,18,36,190539,38932,C,20.9
468806,41,23,52029,50031,C,70.9
468838,13,30,984,26,C,1754.4
468843,6,38,1546,4,O,33
468882,55,36,82445,25650,O,187.2
468893,12,37,1669,9,O,119.9
468906,6,38,244,2,O,180.7
468941,26,34,3795,20,O,265.2
468954,26,33,44,2,C,18818.9
469013,51,24,788,266,C,409
469029,18,38,116,24,C,1001.9
469057,6,38,4605,2,C,29.5
469061,6,34,16761,1304,M,37.5
469082,25,34,4253,53,O,367.2
469125,51,36,27642,1374,M,6079.3
469128,39,24,200278,1511,O,156.2
469135,28,13,6857,41819,O,52.9
469157,42,27,2657,1379,C,71.2
469158,23,30,115009,24417,O,24.7
469183,48,40,767,22,O,969.6
469214,40,38,2565,46,O,15.1
469253,27,40,3242,38,O,226
469267,6,21,289,7,O,2249.4
469278,20,35,1423,3,O,148.6
469290,6,35,54,2,O,15674.7
469294,37,26,41190,54478,O,17.5
469334,41,4,6412,49687,O,46.5
469343,6,35,23091,2,O,704.2
469395,18,35,617,2,M,921.2
469428,28,20,54964,40307,O,188.4
469465,29,24,595,1,O,884.1
469507,51,31,6832,37559,C,98.2
469572,44,37,490,1,O,145.5
469578,26,29,1257,291,O,428.9
469579,25,38,412,5,O,337
469610,39,33,822,65,O,1104.4
469648,47,20,30385,41875,O,194.5
469685,6,41,33733,41828,O,2902.9
469722,13,31,824,4,O,23.9
469756,36,23,1853,77,C,315.3
469851,46,40,2063,89,M,276.2
469872,48,40,32979,5881,O,765.2
469876,42,20,60049,9558,O,20.7
469877,9,35,8214,169,O,341.5
469881,26,34,5877,179,C,294.1
469899,6,38,2565,3,O,103.2
469907,26,36,15903,9844,C,181.6
469911,12,24,29369,18321,C,68.1
469913,17,36,290631,25650,O,91.4
469934,22,24,29439,38233,O,570
469937,23,35,1119,130,O,105.3
469938,39,20,16011,52494,C,33.7
469987,36,40,35,25,C,1010
470008,33,43,2902,46,M,29.5
470011,13,30,16654,2871,C,191.8
470016,41,34,11867,436,M,416
470058,53,37,1469,4,C,398.1
470063,49,29,66,2,O,336.5
470122,19,35,119,2,O,292.8
470136,53,30,1374,125,C,6.4
470151,33,34,3811,23,O,591.4
470155,6,32,38825,22383,O,42.5
470262,9,38,709,5,O,137.5
470279,21,38,1506,38,O,24.5
470329,19,34,140,10,O,660.1
470357,6,38,2792,26,O,234.5
470376,36,12,867,23846,C,68
470380,27,43,60954,415,O,21.6
470387,45,4,33658,42923,C,8.4
470401,9,38,2752,7,O,323.2
470407,21,35,1735,20,O,12.9
470408,9,37,9559,20,O,16.4
470441,41,34,195,3,C,105.7
470468,53,34,366,10,C,1830.3
470484,6,40,10260,2,O,47.4
470499,22,20,166378,46088,O,31.7
470547,18,36,29164,3893,O,20.8
470569,31,4,52028,45925,O,26.8
470589,55,11,9879,189996,C,147.8
470613,19,43,274,35,C,1547.9
470626,45,23,3416,2277,C,22
470631,9,24,546,82,O,12.9
470665,17,35,6753,4,O,3810.3
470680,50,40,87,2,O,20.2
470746,53,37,6290,33,C,398.9
470757,42,33,11950,1881,C,44.8
470763,6,35,229,1,O,5861.1
470839,21,36,245,148,C,3397.7
470865,36,28,12942,29623,C,128.9
470869,17,38,162,1,O,1601.5
470883,4,35,2326248,55,O,13.9
470893,9,20,301,35,O,43.6
470900,42,32,53816,19144,O,27.3
470949,41,40,55934,9787,O,32.7
471006,45,41,13928,39795,O,151
471105,9,34,124,2,O,48.6
471136,18,34,515,16,O,413.2
471152,48,38,48088,3445,C,1685.4
471265,4,32,97608,160134,M,19.6
471331,41,3,13982,9538,O,112.5
471354,48,41,3351,47738,M,34.9
471366,39,40,21244,48,O,123.4
471373,9,24,1020,78,O,940.6
471408,6,35,1945,2,O,717.6
471412,1,24,43984,30758,M,212.5
471427,45,34,8668,16,M,138
471436,18,31,52685,38817,O,91.7
471440,6,35,265,46,C,141
471459,47,26,2684,1261,C,22.8
471463,12,24,41,14,O,2812.3
471466,18,36,1355,274,C,331.3
471474,47,34,73905,15991,O,36.3
471496,48,24,22096,88864,O,172.8
471513,37,35,9239,60,O,12168.1
471516,36,40,5457,4900,O,121.9
471522,47,6,27483,25450,C,192.4
471526,39,34,88,2,M,172.1
471548,9,32,332,12,O,64.9
471562,47,37,3206,6,M,66.6
471584,26,36,1032,146,M,69.5
471598,47,38,244,9,O,51.9
471600,39,19,121,17,O,50.9
471616,53,37,399,1,O,219.8
471630,41,33,10952,254,C,1111.1
471651,42,7,71341,47560,C,30.1
471655,12,35,186328,8296,O,1193.7
471668,39,36,652,348,M,403
471696,27,35,768,8,O,725.9
471698,17,28,153,8,O,4928.1
471736,33,40,856,15,O,795.5
471788,22,31,1703,2,O,104.2
471798,22,19,9955705,47714299,C,8.7
471847,47,23,54,9,O,131.8
471878,27,35,320057,36662,O,14.3
471889,24,40,25482,16424,O,18.3
471917,25,24,191,50,C,152.8
471941,27,25-30,13439,11230,O,687.5
471970,36,6,2272,1918,C,100.9
471982,5,40,80,2,C,3577.5
472004,41,30,175,2,C,176.7
472048,12,26,2287,3659,O,680.8
472059,6,23,125,9,O,975000
472090,6,35,11020,33,O,79.2
472116,6,35,183,2,O,164.5
472133,9,38,4596,17,O,284
472157,27,24,6503,7911,C,29.5
472161,26,38,9161,46,O,647.5
472166,50,31,4836,45372,C,5.4
472173,53,23,37550,28321,C,22.3
472178,36,28,5419,5723,C,39.3
472229,26,34,25489,70,O,217.3
472232,36,35,1572,1,O,60.6
472272,6,35,2519,41,C,7879.6
472344,6,38,9495,217,O,6.4
472378,1,20,27850,29316,C,7.8
472381,45,30,9618,2110,M,118.4
472411,16,22,48209,49037,O,19.6
472424,1,27,16879,60988,O,92.3
472425,16,35,139805,57,O,40.4
472456,39,38,67,3,O,106.2
472459,36,31,7999,1,O,1328.3
472476,39,26,13657,3642,C,51.1
472499,26,36,146619,7658,C,20.7
472506,34,30,2424,25,O,28.1
472520,34,35,119,2,O,376.1
472536,36,33,16673,52,O,29.8
472540,29,40,84033,24430,O,99.3
472542,4,38,30999,189,O,45.9
472604,12,24,74730,43355,O,65.5
472649,18,20,3794,478,M,24.3
472696,17,33,6539,47,O,998.6
472758,17,31,22636,42471,M,134
472789,18,30,9539,38157,C,26.2
472799,18,24,4528,115,O,97.3
472843,6,38,3485,50,O,456.5
472860,6,43,39,4,O,287.6
472889,37,26,13205,38477,O,183.3
472918,37,32,4829,37360,O,20.2
472958,27,38,360,7,O,4499.5
472959,6,7,63418,40394,O,105.9
472977,39,34,247,2,C,226.4
473010,42,37,51167,13,O,1011.3
473028,41,33,789,25,C,16.1
473054,12,37,1896,8,O,54.3
473073,26,33,4327,1694,C,95.4
473231,55,36,179,5,O,120.1
473238,6,24,57,1,O,892.8
473243,9,9,45287,10087,O,17.1
473262,6,32,71437,38615,O,42.1
473303,55,40,8070,1225,C,576.2
473306,41,24,9218,1328,M,52.8
473377,16,23,4234,377,O,16.2
473411,41,3,8589,8245,O,192
473416,35,27,8161,18552,M,60.3
473445,13,24,48526,35240,C,23.1
473530,6,41,89350,531190,O,79.7
473552,51,36,27328,13638,C,41.4
473617,6,35,3081,11,O,4194.5
473660,53,30,64365,13558,O,62.5
473700,42,41,2420,42087,O,96.7
473731,37,30,10464,4210,O,75.8
473787,36,33,18008,300,O,29.6
473789,29,20,910,279,O,328.7
473824,16,30,1439,11,O,11.8
473828,21,40,724,101,M,8
473874,53,41,2905,48427,O,397.7
473909,36,32,31388,894,O,24.9
